status,date,no_of_accounts,no_of_trans,moved_amount
A,980703,22,23,236154.0
A,980704,10,10,106762.0
A,980705,42,45,626823.0
A,980706,35,40,509448.0
A,980707,33,41,497166.0
A,980708,32,36,618951.0
A,980709,32,34,311789.0
A,980710,40,43,393587.0
A,980711,33,34,454788.0
A,980712,54,60,576877.7995605469
A,980713,36,40,444361.0
A,980714,39,43,608467.0
A,980715,16,16,199318.0
A,980716,20,22,214920.0
A,980717,17,19,234579.0
A,980718,21,21,340431.0
A,980719,15,16,220169.0
A,980720,17,18,169429.0
A,980721,23,24,236224.0
A,980722,15,16,136463.0
A,980723,22,25,368124.0
A,980724,19,20,358867.0
A,980725,9,10,191390.0
A,980726,10,11,125354.0
A,980727,11,12,144821.0
A,980728,14,14,133919.0
A,980729,13,14,117762.0
A,980730,19,20,273403.0
A,980731,203,452,390409.800157167
A,980801,19,20,305308.0
A,980802,19,22,292422.0
A,980803,11,12,166541.0
A,980804,13,15,267606.0
A,980805,42,46,691673.0
A,980806,27,30,283581.0
A,980807,30,33,340114.0
A,980808,43,44,495877.0
A,980809,29,32,394170.0
A,980810,35,39,277034.0
A,980811,32,35,317367.0
A,980812,41,46,388197.89990234375
A,980813,36,39,403670.0
A,980814,40,42,467903.0
A,980815,15,17,296744.0
A,980816,15,16,154250.0
A,980817,20,20,251066.0
A,980818,13,13,103214.0
A,980819,15,15,115466.0
A,980820,24,25,310079.0
A,980821,18,21,253533.0
A,980822,13,16,300721.0
A,980823,20,22,320539.0
A,980824,13,13,104598.0
A,980825,12,12,176749.0
A,980826,10,13,210450.0
A,980827,11,13,289699.0
A,980828,15,16,200794.0
A,980829,20,20,223522.0
A,980830,17,22,290020.0
A,980831,203,451,234397.9001083374
A,980901,15,15,143565.0
A,980902,16,17,217369.0
A,980903,17,17,150590.0
A,980904,10,10,73429.0
A,980905,45,48,582830.0
A,980906,29,31,228422.0
A,980907,37,41,527112.0
A,980908,32,34,477035.0
A,980909,31,35,411087.0
A,980910,40,42,344926.0
A,980911,33,34,350192.0
A,980912,45,51,364818.8996582031
A,980913,30,33,354765.0
A,980914,38,40,426142.0
A,980915,13,16,212747.0
A,980916,23,24,310636.0
A,980917,16,17,148372.0
A,980918,11,11,136811.0
A,980919,24,27,323267.0
A,980920,16,18,179312.0
A,980921,23,26,299259.0
A,980922,17,19,281542.0
A,980923,16,16,158795.0
A,980924,14,17,295868.0
A,980925,11,11,151849.0
A,980926,13,13,123459.0
A,980927,18,20,275085.0
A,980928,19,23,353496.0
A,980929,15,17,198746.0
A,980930,203,447,329752.600107193
A,981001,11,11,192469.0
A,981002,13,13,116031.0
A,981003,16,17,259010.0
A,981004,14,15,115357.0
A,981005,43,45,551740.0
A,981006,34,42,589811.0
A,981007,31,33,366023.0
A,981008,44,48,694988.0
A,981009,34,36,347118.0
A,981010,36,36,405723.0
A,981011,34,39,426838.0
A,981012,39,45,369104.6999511719
A,981013,33,36,291487.0
A,981014,39,44,593661.0
A,981015,17,18,216033.0
A,981016,23,25,360574.0
A,981017,16,17,175416.0
A,981018,17,17,134258.0
A,981019,15,17,288037.0
A,981020,16,17,236361.0
A,981021,18,21,371126.0
A,981022,17,17,225307.0
A,981023,12,13,152055.0
A,981024,10,11,152722.0
A,981025,13,14,158103.0
A,981026,13,14,242000.0
A,981027,18,18,174304.0
A,981028,19,20,255928.0
A,981029,14,15,161409.0
A,981030,22,23,291355.0
A,981031,203,455,424006.5000991821
A,981101,13,13,146493.0
A,981102,18,20,342200.0
A,981103,20,20,157960.0
A,981104,19,22,252096.0
A,981105,43,46,595833.0
A,981106,33,34,296930.0
A,981107,30,33,286822.0
A,981108,35,39,558186.0
A,981109,34,35,332346.0
A,981110,36,37,359375.0
A,981111,31,36,276367.0
A,981112,32,35,299799.69970703125
A,981113,39,42,431600.0
A,981114,39,45,539702.0
A,981115,21,21,207806.0
A,981116,21,21,210029.0
A,981117,13,14,98131.0
A,981118,20,20,300057.0
A,981119,21,25,150752.0
A,981120,22,25,473240.0
A,981121,21,22,235419.0
A,981122,16,18,310608.0
A,981123,13,13,125257.0
A,981124,11,11,133468.0
A,981125,11,12,133733.0
A,981126,14,16,311118.0
A,981127,18,19,253757.0
A,981128,14,14,203197.0
A,981129,15,18,275962.0
A,981130,203,458,509111.5000896454
A,981201,18,18,225989.0
A,981202,24,28,438551.0
A,981203,19,20,235735.0
A,981204,18,20,259184.0
A,981205,45,54,976241.0
A,981206,34,38,395998.5
A,981207,31,38,593889.0
A,981208,44,53,996905.0
A,981209,35,38,573343.0
A,981210,39,43,517641.0
A,981211,32,34,409981.0
A,981212,37,40,514202.2998046875
A,981213,37,38,510776.0
A,981214,38,40,335091.5
A,981215,23,24,428339.0
A,981216,19,20,220036.0
A,981217,21,23,169148.0
A,981218,21,25,284810.0
A,981219,21,21,130923.0
A,981220,24,27,323896.0
A,981221,14,15,157574.0
A,981222,12,12,137721.0
A,981223,20,25,358635.0
A,981224,16,16,135291.0
A,981225,8,9,107759.0
A,981226,14,14,105968.0
A,981227,17,18,166113.0
A,981228,9,10,57987.0
A,981229,12,13,199659.0
A,981230,11,14,251013.0
A,981231,201,230,50251.700077056885
B,930126,1,2,21061.0
B,930131,1,1,17.0
B,930225,1,2,32890.0
B,930228,1,1,102.0
B,930319,1,1,200.0
B,930322,2,2,1400.0
B,930325,1,1,7651.0
B,930326,2,2,58532.0
B,930327,2,2,49547.0
B,930328,1,1,15436.0
B,930331,3,3,269.40000915527344
B,930411,1,1,22060.0
B,930418,2,2,52231.0
B,930419,1,1,47436.0
B,930420,1,1,31932.0
B,930421,2,2,47400.0
B,930425,1,1,22673.0
B,930426,1,1,10500.0
B,930427,1,1,33772.0
B,930429,1,1,5911.0
B,930430,4,5,864.6999912261963
B,930504,2,2,56048.0
B,930508,1,1,8110.0
B,930509,1,1,26226.0
B,930511,1,1,300.0
B,930513,1,1,1017.0
B,930517,1,2,68555.0
B,930518,1,2,30300.0
B,930521,2,2,40000.0
B,930522,1,1,2025.0
B,930526,1,1,26000.0
B,930527,1,1,20639.0
B,930529,2,2,43983.0
B,930531,4,9,82267.39998245239
B,930602,1,1,9462.0
B,930605,1,1,10400.0
B,930608,2,2,18710.0
B,930610,2,2,51655.0
B,930611,1,1,17362.0
B,930612,2,2,10714.0
B,930613,3,3,24017.0
B,930617,1,1,15800.0
B,930618,2,2,42137.0
B,930619,1,1,10698.0
B,930620,2,2,28000.0
B,930621,1,1,32699.0
B,930622,1,1,25800.0
B,930624,1,1,23813.0
B,930625,1,1,11500.0
B,930627,1,1,9272.0
B,930629,2,2,12400.0
B,930630,7,13,10205.400003433228
B,930701,1,1,42922.0
B,930702,2,2,20051.0
B,930707,1,1,40954.0
B,930708,1,2,10180.0
B,930712,1,1,5200.0
B,930713,2,2,13466.0
B,930715,1,1,49887.0
B,930716,1,1,2400.0
B,930717,2,2,53459.0
B,930720,3,4,107072.0
B,930723,1,1,25406.0
B,930724,1,1,8900.0
B,930725,1,1,24100.0
B,930731,8,14,6143.100019454956
B,930801,1,2,59614.0
B,930802,1,4,161423.0
B,930803,1,2,26939.0
B,930805,1,1,1085.0
B,930806,1,1,9505.0
B,930807,2,2,41578.0
B,930808,1,1,2070.0
B,930810,2,2,6035.0
B,930812,1,2,15400.0
B,930813,1,1,1017.0
B,930816,2,2,35939.0
B,930819,2,2,19200.0
B,930821,1,1,12741.0
B,930822,1,1,31770.0
B,930824,2,3,73935.0
B,930826,1,1,3379.0
B,930828,1,1,500.0
B,930829,1,1,800.0
B,930830,1,1,5000.0
B,930831,9,15,1777.599998474121
B,930901,1,1,5119.0
B,930903,2,2,16688.0
B,930904,3,4,108087.0
B,930905,1,1,4700.0
B,930906,1,1,22056.0
B,930907,2,4,110224.0
B,930908,1,2,10180.0
B,930909,1,1,22400.0
B,930910,2,3,60745.0
B,930912,2,2,45286.0
B,930913,2,2,12138.0
B,930914,2,2,28183.0
B,930915,3,5,78710.0
B,930916,3,3,64110.0
B,930917,1,1,19328.0
B,930918,3,4,60552.0
B,930919,1,1,16438.0
B,930921,1,1,40175.0
B,930923,2,3,114470.0
B,930925,1,1,7600.0
B,930927,3,3,70160.0
B,930928,1,1,4300.0
B,930930,12,20,8997.300028800964
B,931001,1,1,47189.0
B,931002,2,3,73329.0
B,931003,2,2,61940.0
B,931004,1,1,28900.0
B,931007,2,2,9787.0
B,931008,4,4,70610.0
B,931009,1,1,18500.0
B,931010,2,2,5830.0
B,931011,1,1,12500.0
B,931012,1,1,4800.0
B,931013,1,1,1017.0
B,931015,2,2,55053.0
B,931016,2,2,45421.0
B,931017,1,1,3300.0
B,931018,2,2,18400.0
B,931021,3,3,38157.0
B,931022,1,1,21053.0
B,931023,1,1,7200.0
B,931024,1,1,6200.0
B,931025,2,2,24969.0
B,931026,2,2,18904.0
B,931027,2,2,46491.0
B,931028,2,3,10000.0
B,931029,1,1,8200.0
B,931030,1,1,7500.0
B,931031,13,23,3066.4000034332275
B,931101,1,2,49114.0
B,931102,2,3,39369.0
B,931103,2,4,135675.0
B,931105,1,2,29864.0
B,931106,1,1,5759.0
B,931107,4,5,72728.0
B,931108,3,3,48909.0
B,931109,1,1,9100.0
B,931110,4,4,57513.0
B,931112,1,1,7281.2998046875
B,931113,4,5,80709.0
B,931114,3,3,25467.0
B,931115,1,1,42260.0
B,931116,2,2,51557.0
B,931117,5,5,51453.0
B,931118,1,1,8574.0
B,931119,1,1,9000.0
B,931122,2,4,151187.0
B,931123,2,2,51790.0
B,931126,3,3,52272.0
B,931127,3,3,30500.0
B,931129,2,2,14632.0
B,931130,14,27,57371.70000267029
B,931202,3,4,73764.0
B,931203,2,2,51383.0
B,931204,3,3,20400.0
B,931205,3,3,39244.0
B,931206,1,1,8829.0
B,931207,4,7,115440.0
B,931208,2,2,31210.0
B,931210,3,3,15595.0
B,931211,4,5,127335.0
B,931212,2,2,23637.2998046875
B,931213,3,3,12917.0
B,931214,1,1,11567.0
B,931215,3,3,16977.0
B,931216,1,1,43841.0
B,931217,6,6,104149.0
B,931218,2,3,32530.0
B,931220,1,1,10989.0
B,931221,2,2,7303.0
B,931222,2,2,34734.0
B,931223,1,1,6000.0
B,931224,1,1,37546.0
B,931226,3,3,17900.0
B,931227,4,4,57030.0
B,931229,2,2,50378.0
B,931230,1,1,8100.0
B,931231,17,34,10488.900021746755
B,940101,5,7,55000.0
B,940102,1,2,6600.0
B,940103,2,2,34863.0
B,940105,1,1,555.0
B,940106,3,3,16400.0
B,940107,4,6,26481.0
B,940108,3,4,21540.0
B,940109,4,5,31460.0
B,940110,3,3,19335.0
B,940111,2,2,17500.0
B,940112,6,7,35454.099609375
B,940113,4,5,57182.0
B,940114,4,4,98900.0
B,940115,2,2,32872.0
B,940116,5,6,136239.0
B,940117,2,2,12000.0
B,940118,3,3,31080.0
B,940120,1,1,5100.0
B,940121,2,2,62755.0
B,940123,1,1,7200.0
B,940124,3,3,24052.0
B,940125,5,6,23242.0
B,940126,6,6,23620.0
B,940127,1,1,17238.0
B,940129,1,2,35211.0
B,940130,1,1,5900.0
B,940131,17,39,122034.49996757507
B,940201,2,2,10300.0
B,940202,1,1,14513.0
B,940204,2,2,46326.0
B,940205,2,3,7740.0
B,940206,1,1,37400.0
B,940207,3,3,21681.0
B,940208,2,4,39680.0
B,940210,1,1,695.0
B,940212,4,5,54327.099609375
B,940213,3,3,13933.0
B,940214,2,2,21833.0
B,940215,4,4,45400.0
B,940216,2,2,27895.0
B,940217,2,2,21700.0
B,940219,1,1,21953.0
B,940220,1,1,25800.0
B,940222,1,1,49573.0
B,940223,3,3,79907.0
B,940224,4,4,49717.0
B,940225,2,2,6600.0
B,940228,17,37,8778.900019645691
B,940301,1,1,3400.0
B,940302,1,1,6500.0
B,940303,2,2,25000.0
B,940304,1,1,18805.0
B,940305,2,2,1640.0
B,940306,1,1,2600.0
B,940307,3,3,23481.0
B,940308,4,4,84840.0
B,940310,3,3,22630.0
B,940311,1,1,7800.0
B,940312,4,4,17603.099853515625
B,940313,2,2,3817.0
B,940314,2,2,15667.0
B,940315,1,1,31311.0
B,940317,4,4,49701.0
B,940321,1,1,9713.0
B,940322,1,1,6000.0
B,940324,3,3,48273.0
B,940325,1,1,12400.0
B,940326,2,2,10800.0
B,940327,5,5,79457.0
B,940328,1,1,3910.0
B,940329,3,4,162661.0
B,940330,1,1,25229.0
B,940331,18,44,31985.40000164509
B,940401,2,2,16400.0
B,940402,2,2,84160.0
B,940405,1,1,11100.0
B,940406,2,2,12700.0
B,940407,3,3,54787.0
B,940408,1,1,16944.0
B,940410,2,2,5830.0
B,940412,5,5,52146.500244140625
B,940413,3,3,15017.0
B,940415,2,3,60895.0
B,940416,3,4,52400.0
B,940417,1,1,6400.0
B,940418,1,1,10930.0
B,940420,2,2,5100.0
B,940421,2,3,55156.0
B,940423,2,2,55483.0
B,940424,1,2,87972.0
B,940425,3,3,57114.0
B,940426,1,1,3100.0
B,940427,2,2,61500.0
B,940428,2,2,51869.0
B,940429,1,1,2700.0
B,940430,18,40,14093.100014209747
B,940501,1,1,9000.0
B,940502,1,1,39000.0
B,940503,1,1,6600.0
B,940504,1,1,7600.0
B,940505,1,1,1085.0
B,940506,5,5,82000.0
B,940507,2,2,13881.0
B,940508,1,1,2070.0
B,940509,3,3,67386.0
B,940510,6,6,67080.0
B,940512,3,3,40123.099609375
B,940513,4,4,25740.0
B,940514,1,1,11901.0
B,940515,2,2,19200.0
B,940516,5,5,73057.0
B,940517,3,3,36561.0
B,940519,1,1,2100.0
B,940520,1,1,4833.0
B,940521,1,1,7000.0
B,940522,4,4,50749.0
B,940523,1,1,3108.0
B,940524,1,1,7689.0
B,940525,2,2,7000.0
B,940526,3,3,15700.0
B,940527,1,1,9415.0
B,940529,1,1,30828.0
B,940531,18,43,49782.90004387498
B,940601,2,4,141234.0
B,940602,1,1,3500.0
B,940603,1,1,15693.0
B,940604,2,2,6500.0
B,940605,2,2,6585.0
B,940606,2,2,41942.0
B,940607,2,2,13080.0
B,940608,5,5,69607.0
B,940609,2,2,19200.0
B,940610,3,3,13380.0
B,940611,1,1,33100.0
B,940612,4,6,37456.39990234375
B,940613,1,1,1017.0
B,940614,1,1,28275.0
B,940615,5,5,91500.0
B,940616,2,2,60498.0
B,940617,3,3,40274.0
B,940619,2,2,53444.0
B,940620,1,1,9700.0
B,940621,1,2,56752.0
B,940622,1,1,2400.0
B,940623,2,3,93857.0
B,940624,4,5,114293.0
B,940625,3,3,41500.0
B,940626,4,4,132312.0
B,940627,1,1,11641.0
B,940628,4,5,76007.0
B,940630,18,45,20163.599995091558
B,940701,4,4,56152.0
B,940702,5,5,49069.0
B,940703,1,1,7700.0
B,940705,3,3,25985.0
B,940706,1,1,40700.0
B,940707,3,4,21894.0
B,940708,2,2,18812.0
B,940709,1,1,5400.0
B,940710,2,2,5830.0
B,940711,1,1,8500.0
B,940712,7,8,44748.89990234375
B,940713,1,1,1017.0
B,940714,1,1,11567.0
B,940715,5,5,88315.0
B,940716,1,1,6900.0
B,940717,1,1,3900.0
B,940718,1,1,21112.0
B,940721,4,4,102947.0
B,940722,2,2,42151.0
B,940723,2,2,55928.0
B,940724,2,2,7400.0
B,940725,2,2,21400.0
B,940729,1,1,24738.0
B,940730,1,1,3600.0
B,940731,18,43,13066.999980211258
B,940801,1,1,4400.0
B,940804,3,3,44200.0
B,940805,4,4,68543.0
B,940807,4,4,57881.0
B,940808,2,2,8370.0
B,940810,1,1,5135.0
B,940811,2,3,99232.0
B,940812,6,7,49622.69921875
B,940813,2,2,7617.0
B,940814,2,2,19000.0
B,940815,1,1,20844.0
B,940817,2,2,11777.0
B,940818,1,1,15724.0
B,940819,2,2,17600.0
B,940821,1,1,26515.0
B,940822,1,1,4500.0
B,940823,2,2,11100.0
B,940824,4,4,50581.0
B,940825,2,3,56390.0
B,940826,3,4,35300.0
B,940827,1,1,1800.0
B,940829,2,2,21900.0
B,940831,18,43,66040.2999817133
B,940901,1,1,33372.0
B,940902,2,2,7560.0
B,940903,4,4,55518.0
B,940904,2,2,16136.0
B,940905,1,1,555.0
B,940906,2,2,41737.0
B,940907,1,1,15260.0
B,940908,2,2,11310.0
B,940909,3,4,149788.0
B,940910,5,5,31334.0
B,940912,6,6,37524.199462890625
B,940913,3,4,65178.0
B,940914,3,3,36344.0
B,940918,2,2,53503.0
B,940922,3,3,67219.0
B,940923,4,5,65622.0
B,940924,1,1,32689.0
B,940925,2,2,51052.0
B,940926,2,3,117670.0
B,940928,1,1,9600.0
B,940929,2,2,30369.0
B,940930,18,45,81276.40001526475
B,941002,3,3,18489.0
B,941003,3,3,16700.0
B,941004,1,1,22500.0
B,941005,1,1,555.0
B,941006,1,1,2176.0
B,941007,2,2,43342.0
B,941008,1,1,5200.0
B,941010,2,2,5830.0
B,941011,1,1,34009.0
B,941012,7,7,37140.99951171875
B,941013,4,6,57356.0
B,941015,2,2,53908.0
B,941016,1,1,19240.0
B,941018,3,3,24700.0
B,941021,1,1,48955.0
B,941022,3,3,21698.0
B,941023,3,3,76117.0
B,941024,1,1,10953.0
B,941028,4,4,53567.0
B,941029,1,1,8200.0
B,941030,3,3,81187.0
B,941031,18,43,52795.69998550415
B,941101,2,2,45409.0
B,941102,4,4,37200.0
B,941103,1,1,29600.0
B,941104,1,2,77053.0
B,941105,2,2,24585.0
B,941106,1,1,4900.0
B,941108,1,1,12300.0
B,941109,1,1,20600.0
B,941110,3,3,24951.0
B,941111,1,1,13800.0
B,941112,9,9,59590.8994140625
B,941113,2,2,4117.0
B,941114,2,2,14326.0
B,941116,1,1,37520.0
B,941117,4,6,166635.0
B,941118,1,1,7500.0
B,941120,1,1,31037.0
B,941121,3,3,31821.0
B,941122,3,3,18500.0
B,941123,2,3,33764.0
B,941124,1,1,46293.0
B,941125,1,1,30153.0
B,941127,3,3,60843.0
B,941128,4,5,148206.0
B,941129,4,5,126405.0
B,941130,19,45,10038.100008398294
B,941201,1,1,6000.0
B,941202,4,4,56800.0
B,941203,3,3,49470.0
B,941204,1,1,6611.0
B,941205,5,5,22458.0
B,941207,3,3,25974.0
B,941208,4,5,36670.0
B,941209,2,2,49300.0
B,941210,2,2,11495.0
B,941212,9,10,109369.89965820312
B,941213,5,5,37179.0
B,941214,2,2,19267.0
B,941215,3,3,46336.0
B,941216,3,3,25050.0
B,941217,4,4,75019.0
B,941218,2,3,63752.0
B,941220,1,1,6100.0
B,941221,2,2,11200.0
B,941222,4,4,32874.0
B,941223,2,2,13200.0
B,941224,1,1,16056.0
B,941227,4,4,15800.0
B,941228,3,3,35700.0
B,941229,1,1,15800.0
B,941230,1,1,6200.0
B,941231,19,43,4089.7999744415283
B,950101,7,10,145508.0
B,950102,6,8,41560.0
B,950103,4,4,13800.0
B,950104,5,5,53228.0
B,950105,5,5,18440.0
B,950106,1,1,3900.0
B,950107,6,8,66301.0
B,950108,3,4,23700.0
B,950110,7,7,34830.0
B,950111,5,5,16400.0
B,950112,7,9,51447.7998046875
B,950113,1,1,1017.0
B,950114,1,1,15188.0
B,950115,2,2,19906.0
B,950116,2,3,14200.0
B,950117,2,2,40604.0
B,950118,3,3,31500.0
B,950119,2,2,6000.0
B,950120,3,3,54546.0
B,950121,8,8,129094.0
B,950122,3,3,20400.0
B,950123,4,4,39131.0
B,950124,4,6,26100.0
B,950125,2,2,20461.0
B,950126,3,3,9500.0
B,950127,1,1,800.0
B,950128,2,2,11400.0
B,950129,2,2,73506.0
B,950130,4,4,11881.0
B,950131,19,53,32414.80001270771
B,950201,2,2,23900.0
B,950202,3,3,42387.0
B,950204,1,1,14700.0
B,950206,2,2,30653.0
B,950207,4,4,60012.0
B,950208,1,1,2070.0
B,950209,1,1,34836.0
B,950210,3,3,31100.0
B,950211,1,1,3000.0
B,950212,5,5,27492.399658203125
B,950214,2,2,15267.0
B,950215,1,1,17200.0
B,950216,3,3,15500.0
B,950217,1,1,8700.0
B,950219,2,2,23100.0
B,950220,2,2,26200.0
B,950221,1,1,6200.0
B,950222,1,1,6355.0
B,950224,1,1,33916.0
B,950225,3,3,64470.0
B,950226,1,1,14300.0
B,950227,3,3,45678.0
B,950228,20,50,22868.9000082016
B,950301,1,2,40864.0
B,950302,4,5,41042.0
B,950303,1,1,14200.0
B,950304,1,1,7500.0
B,950305,2,2,20090.0
B,950307,2,2,6487.0
B,950308,1,1,8110.0
B,950309,3,3,56737.0
B,950310,1,1,41480.0
B,950311,1,1,10400.0
B,950312,7,8,53304.599609375
B,950313,2,2,23417.0
B,950314,2,2,14667.0
B,950315,1,1,12052.0
B,950316,2,2,48019.0
B,950317,1,1,20500.0
B,950318,2,3,87316.0
B,950319,1,1,3600.0
B,950320,2,2,56237.0
B,950321,3,3,56141.0
B,950322,3,3,41079.0
B,950325,1,1,15669.0
B,950326,1,3,100640.0
B,950327,2,2,37600.0
B,950328,3,3,30045.0
B,950329,2,2,19609.0
B,950331,20,47,3540.2000283002853
B,950401,5,5,46500.0
B,950402,1,1,25000.0
B,950403,1,1,2400.0
B,950404,1,1,14500.0
B,950405,1,1,555.0
B,950406,1,1,8926.0
B,950407,3,3,14881.0
B,950408,2,2,29640.0
B,950410,1,1,15139.0
B,950411,1,1,2000.0
B,950412,7,8,57748.19921875
B,950413,1,1,19847.0
B,950415,1,1,10200.0
B,950416,2,3,94001.0
B,950417,1,1,38573.0
B,950418,1,1,1500.0
B,950419,2,2,15163.0
B,950420,2,2,35654.0
B,950421,2,3,57337.0
B,950422,2,2,20972.0
B,950423,2,2,59225.0
B,950426,2,2,24400.0
B,950427,2,2,13800.0
B,950428,4,4,89752.0
B,950429,1,1,12000.0
B,950430,23,50,3892.3999938964844
B,950501,3,3,38300.0
B,950502,2,2,41531.0
B,950503,2,2,26174.0
B,950504,2,2,23446.0
B,950505,3,3,7840.0
B,950506,2,2,62078.0
B,950507,3,3,42198.0
B,950508,2,2,11570.0
B,950510,6,6,50744.0
B,950511,4,4,48741.0
B,950512,12,12,86851.49926757812
B,950513,1,1,1017.0
B,950514,2,2,17067.0
B,950515,2,2,10651.0
B,950516,3,3,89800.0
B,950517,1,1,3556.0
B,950519,1,1,3600.0
B,950520,2,2,10629.0
B,950521,1,1,18100.0
B,950522,2,2,51556.0
B,950524,2,2,75835.0
B,950525,1,1,14870.0
B,950526,3,3,90222.0
B,950527,1,1,23100.0
B,950528,3,3,45576.0
B,950531,23,57,39519.399980425835
B,950601,1,1,29500.0
B,950602,3,3,25937.0
B,950603,2,3,75407.0
B,950604,1,1,6100.0
B,950605,4,4,40425.0
B,950606,2,3,12206.0
B,950607,2,2,16280.0
B,950608,2,2,12110.0
B,950610,5,5,46829.0
B,950611,1,1,11100.0
B,950612,9,9,57913.599853515625
B,950613,1,1,1017.0
B,950614,1,1,11567.0
B,950615,2,2,43771.0
B,950616,1,1,28360.0
B,950617,2,2,18561.0
B,950618,2,2,14800.0
B,950619,1,1,8700.0
B,950620,2,2,19700.0
B,950621,1,2,28829.0
B,950623,1,1,48042.0
B,950624,1,1,32789.0
B,950625,3,3,51388.0
B,950626,4,4,103254.0
B,950627,1,1,21300.0
B,950629,1,1,28622.0
B,950630,23,55,45338.099979400635
B,950701,1,1,28600.0
B,950702,3,4,159252.0
B,950703,1,1,11200.0
B,950704,1,1,7300.0
B,950705,4,4,55018.0
B,950706,4,4,49211.0
B,950707,2,3,32787.0
B,950708,1,1,7767.0
B,950710,3,3,41139.0
B,950711,1,1,30000.0
B,950712,8,8,54517.099853515625
B,950713,1,1,21459.0
B,950714,4,4,36354.0
B,950715,2,2,24624.0
B,950716,1,1,29802.0
B,950717,3,3,77318.0
B,950718,1,1,20288.0
B,950719,3,4,24642.0
B,950720,3,3,16700.0
B,950721,2,2,4307.0
B,950722,2,2,14199.0
B,950724,1,2,51251.0
B,950725,2,2,42500.0
B,950726,2,2,8342.0
B,950727,1,1,9500.0
B,950728,2,2,35187.0
B,950730,6,7,104004.0
B,950731,23,58,78753.10003700852
B,950801,2,2,19200.0
B,950802,2,3,74410.0
B,950803,1,1,22736.0
B,950804,1,1,3700.0
B,950805,5,5,64487.0
B,950806,1,1,29830.0
B,950807,3,3,21394.0
B,950808,1,1,14100.0
B,950809,1,1,2800.0
B,950810,4,4,69761.0
B,950811,2,2,40555.0
B,950812,12,14,119022.19921875
B,950813,4,6,67531.0
B,950814,5,5,83890.0
B,950815,2,2,52177.0
B,950817,3,3,72715.0
B,950818,6,6,80585.0
B,950819,3,3,47411.0
B,950820,1,1,10800.0
B,950821,1,1,7400.0
B,950822,1,1,27674.0
B,950823,5,5,68325.0
B,950824,2,2,45400.0
B,950825,2,2,15796.0
B,950826,2,2,20053.0
B,950827,1,1,400.0
B,950829,7,7,65984.0
B,950830,2,3,77726.0
B,950831,24,58,12053.400011062622
B,950901,2,2,15000.0
B,950902,1,1,4200.0
B,950903,1,1,3000.0
B,950904,3,3,44300.0
B,950905,2,2,6885.0
B,950906,3,3,62155.0
B,950907,2,2,10887.0
B,950908,2,3,10980.0
B,950909,2,3,98748.0
B,950910,3,3,41997.0
B,950912,14,14,94123.9990234375
B,950913,3,3,55860.0
B,950914,2,2,23867.0
B,950915,1,2,31085.0
B,950916,3,3,17500.0
B,950917,2,2,11100.0
B,950918,4,4,70863.0
B,950920,2,2,11800.0
B,950923,3,5,121061.0
B,950924,2,2,45334.0
B,950925,1,1,1100.0
B,950926,2,3,25804.0
B,950927,2,2,46823.0
B,950928,4,4,36200.0
B,950929,4,4,40578.0
B,950930,24,58,31035.400020599365
B,951003,1,1,11386.0
B,951004,3,3,38300.0
B,951005,3,3,17185.0
B,951006,2,2,5625.0
B,951007,2,2,9587.0
B,951008,4,5,53857.0
B,951009,2,2,11000.0
B,951010,6,6,72759.0
B,951011,1,1,35804.0
B,951012,7,8,57245.899658203125
B,951013,2,2,12478.0
B,951014,1,1,11567.0
B,951015,1,1,11700.0
B,951016,1,1,6300.0
B,951017,2,2,6400.0
B,951018,2,3,35800.0
B,951020,2,3,80365.0
B,951023,3,3,56078.0
B,951024,4,4,25003.0
B,951025,3,3,31887.0
B,951026,2,2,37677.0
B,951027,2,2,43691.0
B,951028,4,5,49882.0
B,951029,2,2,19313.0
B,951031,25,60,14235.800018548965
B,951101,3,3,58432.0
B,951102,1,1,6504.0
B,951103,4,4,81431.0
B,951104,3,3,37800.0
B,951105,2,2,5985.0
B,951107,3,3,19459.0
B,951108,2,2,23810.0
B,951109,1,1,26461.0
B,951110,4,7,191132.0
B,951111,1,1,4000.0
B,951112,9,12,54001.300048828125
B,951114,1,1,14868.0
B,951115,1,1,5600.0
B,951116,5,5,65291.0
B,951118,1,1,3300.0
B,951119,3,3,18516.0
B,951121,1,1,6692.0
B,951122,2,2,34200.0
B,951123,1,1,2800.0
B,951124,1,1,3500.0
B,951125,2,2,29263.0
B,951127,6,6,100912.0
B,951128,1,1,200.0
B,951129,2,2,7000.0
B,951130,26,65,31578.400003433228
B,951201,1,1,10692.0
B,951202,2,2,8657.0
B,951203,4,4,9900.0
B,951204,3,4,53009.0
B,951205,4,4,17340.0
B,951207,4,4,41774.0
B,951208,5,5,45070.0
B,951209,1,1,1800.0
B,951210,5,5,82348.0
B,951211,3,3,33173.0
B,951212,8,10,52473.099853515625
B,951213,1,1,1017.0
B,951214,3,3,30467.0
B,951216,2,2,8200.0
B,951217,3,3,29500.0
B,951219,4,4,26000.0
B,951221,2,2,69351.0
B,951222,2,3,62285.0
B,951224,3,3,14100.0
B,951225,3,3,49062.0
B,951226,1,1,1920.0
B,951227,7,7,33300.0
B,951228,2,2,27400.0
B,951229,1,1,600.0
B,951230,1,2,35972.0
B,951231,26,64,5374.099973395467
B,960101,4,4,20700.0
B,960102,6,6,59095.0
B,960103,4,6,55905.0
B,960104,3,3,59679.0
B,960105,5,5,14440.0
