customer,state,gender,customer_lifetime_value,income,monthly_premium_auto,policy_type,vehicle_class,total_claim_amount
VP48253,Arizona,M,,41186.0,70.0,Personal Auto,Four-Door Car,242.320409
ZD29731,California,M,,29070.0,61.0,Personal Auto,Two-Door Car,292.8
WN69789,California,F,,33485.0,63.0,Personal Auto,Four-Door Car,343.705799
LZ39487,Washington,F,,58206.0,64.0,Personal Auto,Four-Door Car,454.188803
GO42840,Oregon,M,,87492.0,62.0,Personal Auto,Two-Door Car,264.461805
ED90879,Nevada,M,,20757.0,102.0,Corporate Auto,Four-Door Car,216.4268
SS69401,Oregon,F,,23449.0,61.0,Corporate Auto,Four-Door Car,292.8
WX14028,Nevada,F,,60455.0,104.0,Personal Auto,SUV,499.2
QF21628,California,M,,53588.0,77.0,Personal Auto,Four-Door Car,369.6
OR40901,California,M,,40870.0,105.0,Corporate Auto,SUV,504.0
PA14842,Washington,F,,45128.0,72.0,Special Auto,Four-Door Car,66.667784
SA45648,California,M,,90874.0,137.0,Personal Auto,SUV,459.785009
IQ37561,Arizona,F,,52823.0,95.0,Personal Auto,Two-Door Car,125.768818
TP34946,California,M,,26784.0,67.0,Corporate Auto,Four-Door Car,482.4
TL20040,Oregon,M,,22354.0,118.0,Personal Auto,SUV,775.526054
JM96431,Oregon,M,,54420.0,80.0,Personal Auto,Four-Door Car,576.0
LN10007,Oregon,F,,50800.0,112.0,Corporate Auto,Sports Car,621.218119
XS30210,Arizona,M,,84583.0,65.0,Corporate Auto,Four-Door Car,238.868659
UD27331,Nevada,M,,33701.0,88.0,Personal Auto,Four-Door Car,460.815578
WG50184,Arizona,F,,68931.0,66.0,Corporate Auto,Four-Door Car,309.577946
ER24015,Arizona,M,,29318.0,198.0,Personal Auto,SUV,1386.824722
SG71810,Oregon,F,,41503.0,73.0,Personal Auto,Two-Door Car,15.001594
RD15786,Oregon,M,,25905.0,63.0,Personal Auto,Four-Door Car,302.4
CR12479,Nevada,F,,40046.0,73.0,Personal Auto,Four-Door Car,118.509791
AW36627,California,F,,58577.0,110.0,Personal Auto,SUV,303.872752
UD31660,California,M,,70129.0,103.0,Personal Auto,Four-Door Car,130.495798
QL18084,Nevada,M,,91268.0,229.0,Corporate Auto,Luxury Car,737.737825
DJ11965,California,F,,12902.0,139.0,Personal Auto,Sports Car,667.2
LT16517,Oregon,F,,62053.0,134.0,Personal Auto,SUV,614.03209
JG77605,Nevada,F,,30389.0,73.0,Personal Auto,Four-Door Car,278.932051
PD94851,Nevada,M,,15585.0,65.0,Personal Auto,Two-Door Car,67.618365
NK27819,Arizona,M,,23091.0,96.0,Personal Auto,Four-Door Car,460.8
PL28709,California,F,,22571.0,63.0,Personal Auto,Four-Door Car,302.4
NA39347,California,M,,73976.0,73.0,Personal Auto,Four-Door Car,338.529369
SI32097,Oregon,F,,30814.0,87.0,Personal Auto,Four-Door Car,417.6
JD50909,Arizona,F,,80681.0,74.0,Corporate Auto,Four-Door Car,355.2
FB55024,Oregon,F,,60934.0,82.0,Personal Auto,Two-Door Car,393.6
EA23961,California,F,,80797.0,64.0,Personal Auto,Four-Door Car,300.940297
RQ78687,Oregon,M,,89410.0,74.0,Personal Auto,Four-Door Car,95.997363
ZE42703,Nevada,M,,52728.0,127.0,Corporate Auto,SUV,609.6
LZ34164,Nevada,F,,43199.0,61.0,Personal Auto,Four-Door Car,334.007478
CO44659,Arizona,F,,43510.0,83.0,Personal Auto,Four-Door Car,238.088581
YQ53901,Washington,F,,28909.0,66.0,Personal Auto,Two-Door Car,456.702735
GH90738,Oregon,F,,71176.0,91.0,Personal Auto,Two-Door Car,278.072755
FK10455,California,M,,84429.0,123.0,Personal Auto,SUV,115.07234
GJ77362,California,M,,61613.0,61.0,Special Auto,Four-Door Car,40.562432
WJ26538,California,M,,68370.0,80.0,Personal Auto,Four-Door Car,244.158446
IN67175,California,F,,52389.0,72.0,Personal Auto,Four-Door Car,345.6
LA52988,Oregon,F,,64478.0,103.0,Personal Auto,SUV,8.281829
ZH89968,Washington,F,,59207.0,116.0,Personal Auto,Four-Door Car,556.8
YA17061,Nevada,F,,17162.0,96.0,Corporate Auto,Four-Door Car,460.8
XL58577,California,M,,14973.0,115.0,Personal Auto,SUV,828.0
WJ57919,California,M,,56342.0,69.0,Special Auto,Four-Door Car,331.2
FG77231,Oregon,F,,73054.0,106.0,Personal Auto,SUV,419.365958
UH32376,Nevada,M,,21586.0,106.0,Personal Auto,Two-Door Car,1056.291709
WA67245,Oregon,F,,24193.0,185.0,Personal Auto,Sports Car,785.367947
GT65478,Oregon,F,,84815.0,68.0,Personal Auto,Four-Door Car,279.996658
SZ35936,Oregon,F,,18495.0,113.0,Corporate Auto,SUV,542.4
AT41276,California,M,,36554.0,70.0,Personal Auto,Two-Door Car,433.38842
PU88199,Oregon,M,,99845.0,110.0,Corporate Auto,SUV,528.0
KQ36942,California,M,,10853.0,104.0,Corporate Auto,SUV,350.306385
LN62857,California,F,,23749.0,77.0,Personal Auto,Four-Door Car,151.550875
WC83553,Oregon,M,,92783.0,61.0,Personal Auto,Two-Door Car,6.671268
CB95310,Arizona,F,,83502.0,68.0,Personal Auto,Four-Door Car,368.963633
YY71144,Oregon,M,,83846.0,74.0,Personal Auto,Four-Door Car,355.2
TP96247,Oregon,F,,18606.0,110.0,Personal Auto,SUV,568.844905
HC16500,Arizona,M,,72191.0,68.0,Personal Auto,Four-Door Car,209.387509
AM29546,Oregon,M,,57733.0,66.0,Personal Auto,Two-Door Car,393.528054
ZM31116,Arizona,M,,63688.0,99.0,Personal Auto,Four-Door Car,475.2
VG40704,California,F,,55855.0,79.0,Personal Auto,Four-Door Car,272.9955
PJ73790,Oregon,F,,60021.0,99.0,Special Auto,Four-Door Car,882.871945
HW97280,California,M,,74300.0,122.0,Personal Auto,SUV,354.55391
CC16034,Oregon,F,,51747.0,71.0,Personal Auto,Four-Door Car,340.8
YA83600,Arizona,F,,28887.0,73.0,Personal Auto,Four-Door Car,425.81795
XJ52902,Nevada,M,,43540.0,70.0,Corporate Auto,Two-Door Car,117.585017
EI89831,Nevada,F,,96961.0,64.0,Corporate Auto,Two-Door Car,81.377259
ZY57929,Arizona,F,,32799.0,104.0,Personal Auto,SUV,499.2
WD38067,California,F,,72540.0,88.0,Personal Auto,Two-Door Car,631.743039
NQ45562,California,M,,35173.0,180.0,Personal Auto,Sports Car,415.331869
RU75129,Washington,F,,65431.0,69.0,Personal Auto,Four-Door Car,331.2
GF12712,California,F,,40672.0,121.0,Corporate Auto,SUV,580.8
QQ26855,California,F,,52583.0,113.0,Personal Auto,SUV,528.20086
ZJ90079,Arizona,F,,64816.0,69.0,Corporate Auto,Four-Door Car,331.2
CE75354,California,F,,36685.0,74.0,Corporate Auto,Four-Door Car,355.2
ZZ42291,California,F,,77143.0,125.0,Personal Auto,SUV,176.006384
EI57866,Arizona,M,,60942.0,64.0,Special Auto,Two-Door Car,288.205261
PL18921,Oregon,F,,21514.0,62.0,Personal Auto,Two-Door Car,257.248789
SR71068,Washington,M,,25927.0,103.0,Personal Auto,SUV,674.973614
JM47657,Oregon,F,,25965.0,65.0,Personal Auto,Four-Door Car,329.206567
JZ54775,Arizona,F,,27688.0,92.0,Personal Auto,Four-Door Car,572.352362
LO57469,Oregon,F,,75490.0,97.0,Corporate Auto,Four-Door Car,43.084332
DA99797,Oregon,F,,33871.0,136.0,Personal Auto,SUV,933.624655
YV97407,California,M,,85470.0,109.0,Personal Auto,SUV,523.2
UQ71296,Washington,M,,97095.0,70.0,Personal Auto,Four-Door Car,208.035411
LY14687,Washington,F,,73604.0,114.0,Personal Auto,SUV,184.222768
ZP47993,California,F,,40646.0,103.0,Personal Auto,Four-Door Car,494.4
WN13366,Arizona,F,,74454.0,71.0,Personal Auto,Four-Door Car,340.8
MK87221,Arizona,F,,18168.0,87.0,Personal Auto,Two-Door Car,417.6
QS70017,Arizona,M,,43597.0,110.0,Personal Auto,Two-Door Car,528.0
FV62588,Oregon,M,,66825.0,69.0,Personal Auto,Four-Door Car,70.031111
IS58553,Oregon,F,,22448.0,126.0,Personal Auto,SUV,604.8
AB78984,Oregon,M,,42596.0,96.0,Personal Auto,Four-Door Car,42.293622
VA91846,Arizona,M,,97868.0,70.0,Special Auto,Two-Door Car,267.786573
KM58067,California,F,,92921.0,112.0,Personal Auto,SUV,109.28708
EL42453,Washington,M,,41372.0,64.0,Personal Auto,Four-Door Car,307.2
TP10619,California,F,,26660.0,63.0,Personal Auto,Two-Door Car,453.6
AH41065,Washington,M,,58851.0,79.0,Personal Auto,Four-Door Car,494.187643
SS63511,California,M,,95697.0,107.0,Corporate Auto,Sports Car,178.006524
OM13505,Washington,M,,81741.0,64.0,Corporate Auto,Four-Door Car,186.448395
KI83797,Oregon,F,,48295.0,63.0,Personal Auto,Four-Door Car,290.301553
SH60585,Nevada,F,,65538.0,72.0,Personal Auto,Four-Door Car,261.341223
GU33167,Oregon,M,,53997.0,69.0,Personal Auto,Four-Door Car,345.158393
BX20846,Oregon,F,,93272.0,95.0,Personal Auto,Four-Door Car,281.110788
VK69632,California,F,,68899.0,74.0,Personal Auto,Two-Door Car,66.103422
GG29821,Oregon,M,,54950.0,103.0,Corporate Auto,SUV,480.578584
RN98239,California,M,,96306.0,95.0,Personal Auto,Four-Door Car,185.355353
NE83217,Nevada,F,,70342.0,96.0,Personal Auto,Four-Door Car,685.907341
YU72630,Arizona,M,,72421.0,65.0,Personal Auto,Four-Door Car,312.0
CE41738,Oregon,F,,77748.0,72.0,Personal Auto,Two-Door Car,7.214579
HF15113,Oregon,F,,19096.0,64.0,Personal Auto,Two-Door Car,374.8996
WZ83320,Arizona,F,,73876.0,112.0,Personal Auto,Four-Door Car,419.303041
US90854,Oregon,M,,20742.0,100.0,Personal Auto,SUV,455.851876
FX55357,Arizona,M,,44804.0,114.0,Corporate Auto,SUV,778.350073
LR32149,Arizona,F,,52993.0,64.0,Personal Auto,Four-Door Car,304.699889
UK66803,Oregon,F,,49185.0,61.0,Corporate Auto,Two-Door Car,126.950071
VO87159,Oregon,F,,69240.0,194.0,Personal Auto,Luxury SUV,744.769131
QK23524,Oregon,F,,26877.0,131.0,Personal Auto,SUV,628.8
ZQ37164,Arizona,F,,82828.0,67.0,Personal Auto,Four-Door Car,217.472776
FG47217,California,M,,99824.0,63.0,Special Auto,Four-Door Car,302.4
FQ46354,California,M,,30352.0,89.0,Personal Auto,Four-Door Car,146.110685
KG23128,Oregon,M,,27681.0,83.0,Personal Auto,Two-Door Car,398.4
NX34811,Nevada,F,,85478.0,103.0,Personal Auto,Two-Door Car,224.159416
PY79729,Oregon,F,,94310.0,70.0,Corporate Auto,Four-Door Car,430.769347
VJ64329,Oregon,F,,13663.0,97.0,Corporate Auto,Four-Door Car,465.6
CO71312,Arizona,F,,10384.0,151.0,Personal Auto,SUV,914.434097
VG83453,California,M,,17272.0,93.0,Personal Auto,Two-Door Car,446.4
JD78271,Nevada,F,,64367.0,104.0,Personal Auto,SUV,96.431061
XM69101,Oregon,M,,47519.0,96.0,Personal Auto,Two-Door Car,245.248248
HK30754,Arizona,M,,26263.0,85.0,Special Auto,Two-Door Car,475.159732
HS66275,California,F,,77309.0,83.0,Personal Auto,Two-Door Car,596.320943
MB75636,Oregon,F,,50876.0,61.0,Personal Auto,Four-Door Car,171.248196
KB35786,Oregon,M,,20284.0,65.0,Personal Auto,Four-Door Car,532.806637
LX42787,California,M,,22567.0,69.0,Personal Auto,Four-Door Car,496.8
SS34897,California,M,,63546.0,64.0,Personal Auto,Four-Door Car,131.813652
OB66874,Oregon,F,,28137.0,65.0,Personal Auto,Two-Door Car,312.0
LE74625,California,M,,22608.0,77.0,Personal Auto,Four-Door Car,369.6
QN60028,California,M,,92296.0,69.0,Corporate Auto,Two-Door Car,331.2
PS43764,Washington,M,,12430.0,73.0,Special Auto,Four-Door Car,350.4
UI80897,Washington,M,,50470.0,71.0,Corporate Auto,Two-Door Car,377.498287
VV35420,Arizona,M,,44788.0,61.0,Personal Auto,Four-Door Car,386.031248
RW61528,Nevada,F,,52423.0,119.0,Corporate Auto,Four-Door Car,571.2
LT60268,Nevada,F,,29696.0,139.0,Personal Auto,SUV,478.107847
VA77345,Oregon,F,,26884.0,89.0,Special Auto,Four-Door Car,238.132215
WG15595,California,M,,64388.0,69.0,Personal Auto,Two-Door Car,331.2
MM90239,Oregon,M,,34498.0,83.0,Personal Auto,Two-Door Car,398.4
UG18431,Arizona,M,,73060.0,108.0,Special Auto,SUV,518.4
EM29019,Arizona,F,,61337.0,105.0,Personal Auto,SUV,2.54009
DD68171,Arizona,F,,59496.0,88.0,Personal Auto,Four-Door Car,189.144728
PY48656,Arizona,F,,37813.0,78.0,Corporate Auto,Four-Door Car,39.781368
AO42003,Oregon,F,,55907.0,104.0,Corporate Auto,SUV,499.2
DK41858,Arizona,F,,80480.0,72.0,Personal Auto,Four-Door Car,242.842607
TY20016,Oregon,M,,72734.0,66.0,Personal Auto,Two-Door Car,195.218968
IZ79227,Arizona,M,,36548.0,76.0,Personal Auto,Four-Door Car,547.2
HN10814,Arizona,M,,62113.0,104.0,Personal Auto,SUV,5.894778
ZR32858,California,F,,41252.0,109.0,Personal Auto,SUV,514.059402
FC68244,Oregon,M,,61139.0,76.0,Personal Auto,Four-Door Car,364.8
VS86041,Arizona,F,,26744.0,68.0,Corporate Auto,Two-Door Car,326.4
ZE82255,California,F,,74640.0,66.0,Corporate Auto,Four-Door Car,375.514273
DA79544,Oregon,M,,88126.0,64.0,Personal Auto,Four-Door Car,151.973156
WG33213,California,F,,55005.0,70.0,Personal Auto,Four-Door Car,336.0
DP97298,California,M,,33190.0,123.0,Personal Auto,Sports Car,40.950769
HD44279,Arizona,F,,25226.0,71.0,Personal Auto,Four-Door Car,340.8
LS99940,California,F,,63398.0,83.0,Personal Auto,Four-Door Car,292.206784
EY27917,Oregon,M,,30092.0,108.0,Personal Auto,SUV,192.265438
ZJ22033,Washington,M,,37876.0,69.0,Corporate Auto,Four-Door Car,300.056383
TZ60132,Oregon,F,,12201.0,84.0,Corporate Auto,Four-Door Car,604.8
XG74199,Oregon,M,,37970.0,115.0,Personal Auto,SUV,124.967415
YM74115,Nevada,M,,28898.0,67.0,Corporate Auto,Four-Door Car,82.811346
LO48126,Oregon,F,,23845.0,61.0,Personal Auto,Four-Door Car,292.8
NM37561,California,M,,62810.0,187.0,Corporate Auto,Luxury Car,32.874675
HW19141,Oregon,F,,65773.0,89.0,Corporate Auto,Four-Door Car,245.308491
YO41331,Oregon,F,,41479.0,94.0,Personal Auto,Two-Door Car,19.575683
PB39857,California,M,,72433.0,126.0,Personal Auto,SUV,343.139611
NW67881,Oregon,M,,74586.0,103.0,Personal Auto,SUV,494.4
EZ70847,Washington,F,,67326.0,69.0,Corporate Auto,Four-Door Car,331.2
YR75102,Arizona,M,,25285.0,114.0,Personal Auto,SUV,547.2
RS30611,Arizona,M,,15871.0,89.0,Personal Auto,Four-Door Car,427.2
QT61438,Oregon,M,,38795.0,82.0,Corporate Auto,Two-Door Car,393.6
MD44130,Oregon,M,,24882.0,72.0,Corporate Auto,Two-Door Car,345.6
MS78828,Nevada,F,,33169.0,128.0,Personal Auto,SUV,614.4
DG31826,California,M,,86305.0,62.0,Corporate Auto,Four-Door Car,80.73124
LS92540,California,F,,32210.0,103.0,Corporate Auto,SUV,494.4
RP92511,Nevada,M,,69090.0,139.0,Personal Auto,Sports Car,387.222556
BT20606,Arizona,M,,83308.0,73.0,Personal Auto,Four-Door Car,419.471438
WW31823,Oregon,F,,39034.0,68.0,Personal Auto,Four-Door Car,466.446708
MN79082,Oregon,M,,46750.0,82.0,Corporate Auto,Two-Door Car,672.026958
ID89933,Oregon,F,,39786.0,91.0,Personal Auto,Four-Door Car,365.835977
NM77390,Nevada,M,,56788.0,108.0,Special Auto,SUV,579.710188
NN79124,Nevada,M,,90156.0,114.0,Personal Auto,SUV,388.346716
DF97701,Oregon,F,,63867.0,89.0,Corporate Auto,Four-Door Car,432.361631
EJ73184,California,F,,83413.0,118.0,Personal Auto,SUV,134.801691
HB68898,Oregon,F,,36116.0,171.0,Corporate Auto,SUV,158.126982
UP80657,Washington,M,,56342.0,69.0,Corporate Auto,Four-Door Car,331.2
PR13091,Oregon,F,,55542.0,117.0,Personal Auto,Sports Car,310.651386
YV73432,Oregon,M,,58466.0,66.0,Personal Auto,Two-Door Car,316.8
CG90504,Oregon,F,,12964.0,65.0,Personal Auto,Two-Door Car,362.774545
SH12501,Washington,M,,43412.0,94.0,Personal Auto,Two-Door Car,509.722387
ZR58728,Nevada,M,,82611.0,74.0,Personal Auto,Four-Door Car,355.2
NS57426,Arizona,M,,28915.0,76.0,Personal Auto,Four-Door Car,364.8
HR92775,California,F,,91774.0,81.0,Personal Auto,Four-Door Car,285.020982
DQ69331,Washington,M,,27972.0,61.0,Personal Auto,Four-Door Car,292.8
RQ88363,California,F,,77857.0,64.0,Personal Auto,Four-Door Car,160.62847
EH27304,California,F,,56502.0,74.0,Personal Auto,Four-Door Car,355.2
CR37971,Oregon,M,,95018.0,97.0,Personal Auto,Four-Door Car,315.879728
KL54950,Oregon,M,,23705.0,122.0,Personal Auto,SUV,585.6
DS75515,California,M,,72333.0,70.0,Personal Auto,Two-Door Car,177.224451
MR13691,Arizona,M,,47622.0,80.0,Personal Auto,Four-Door Car,305.544034
KJ41153,Oregon,M,,79632.0,106.0,Personal Auto,SUV,344.048739
WX49215,Oregon,M,,16154.0,62.0,Personal Auto,Four-Door Car,91.355165
CH78309,Oregon,M,,72211.0,73.0,Personal Auto,Four-Door Car,44.912125
UF54329,California,M,,70892.0,76.0,Corporate Auto,Two-Door Car,206.709951
CQ59706,Washington,F,,49367.0,63.0,Personal Auto,Four-Door Car,69.230355
KP77095,Arizona,F,,68086.0,194.0,Corporate Auto,SUV,218.342169
PP14656,Washington,M,,90353.0,70.0,Personal Auto,Two-Door Car,72.617605
QM74025,Oregon,F,,49558.0,115.0,Personal Auto,SUV,552.0
RW67951,Washington,M,,93485.0,72.0,Personal Auto,Four-Door Car,127.104785
ED13353,Oregon,M,,10629.0,74.0,Personal Auto,Four-Door Car,532.8
LG49010,California,M,,10237.0,72.0,Personal Auto,Two-Door Car,253.637853
UA74474,Oregon,F,,87517.0,112.0,Corporate Auto,Four-Door Car,802.278237
AC79024,Nevada,M,,23241.0,70.0,Personal Auto,Two-Door Car,504.0
SD61306,Arizona,M,,60861.0,66.0,Personal Auto,Four-Door Car,65.425125
PF88939,Nevada,M,,21726.0,104.0,Personal Auto,SUV,697.010998
FG64765,Arizona,M,,36313.0,67.0,Personal Auto,Four-Door Car,300.375887
DC79319,California,F,,29160.0,87.0,Personal Auto,Two-Door Car,417.6
WL72919,California,F,,48139.0,63.0,Personal Auto,Four-Door Car,329.494
WY23230,Oregon,F,,13688.0,84.0,Personal Auto,Two-Door Car,403.2
BM30720,Nevada,F,,27649.0,63.0,Personal Auto,Four-Door Car,302.4
XG92008,Arizona,F,,24191.0,80.0,Personal Auto,Four-Door Car,103.750234
UJ31096,Oregon,F,,58493.0,67.0,Personal Auto,Four-Door Car,321.6
GS44464,California,F,,82477.0,90.0,Personal Auto,Two-Door Car,432.0
XP35430,Oregon,F,,88663.0,79.0,Special Auto,Four-Door Car,379.2
QI51950,Nevada,F,,74057.0,109.0,Personal Auto,SUV,523.2
ZW51790,Arizona,F,,52342.0,66.0,Personal Auto,Two-Door Car,316.8
MY80820,California,M,,42012.0,63.0,Corporate Auto,Four-Door Car,40.754246
NE13752,Arizona,M,,56021.0,69.0,Personal Auto,Four-Door Car,279.51121
VL51487,California,M,,35124.0,137.0,Personal Auto,SUV,986.4
GK24074,Arizona,F,,37202.0,93.0,Personal Auto,Two-Door Car,322.528829
DL61016,Oregon,M,,65985.0,71.0,Special Auto,Four-Door Car,42.43131
EV60177,California,F,,87771.0,74.0,Personal Auto,Four-Door Car,355.2
OS96036,Arizona,F,,63624.0,115.0,Personal Auto,SUV,306.337632
AF37776,California,F,,80192.0,129.0,Personal Auto,SUV,200.662297
NC78961,Oregon,M,,35945.0,105.0,Personal Auto,SUV,756.0
YA15471,Oregon,M,,93004.0,63.0,Corporate Auto,Four-Door Car,205.957043
VV47792,California,F,,71210.0,214.0,Personal Auto,Luxury Car,1027.2
GE80842,Oregon,F,,99159.0,190.0,Personal Auto,Luxury SUV,912.0
QA93530,Nevada,F,,81491.0,72.0,Personal Auto,Four-Door Car,61.715527
GA27295,California,F,,99875.0,108.0,Personal Auto,SUV,114.972914
EL55611,California,F,,51705.0,139.0,Personal Auto,SUV,545.291103
TL39050,Arizona,F,,39837.0,201.0,Corporate Auto,Luxury SUV,381.306996
ZQ96022,Oregon,F,,31421.0,81.0,Personal Auto,Two-Door Car,388.8
OM69210,Arizona,M,,81531.0,135.0,Personal Auto,SUV,420.434259
VU72280,California,F,,25134.0,67.0,Corporate Auto,Four-Door Car,321.6
WC21189,California,F,,37386.0,97.0,Corporate Auto,Four-Door Car,465.6
GB70736,Oregon,F,,99553.0,68.0,Corporate Auto,Four-Door Car,111.586995
MF49636,Arizona,M,,70705.0,69.0,Personal Auto,Two-Door Car,272.024652
TG29325,Nevada,F,,22724.0,69.0,Personal Auto,Four-Door Car,9.424668
MW83318,Oregon,F,,26320.0,111.0,Corporate Auto,SUV,603.819794
HL14274,California,F,,88218.0,99.0,Personal Auto,Two-Door Car,50.32306
SF86727,Nevada,M,,25180.0,70.0,Personal Auto,Four-Door Car,235.895575
EM89554,Oregon,F,,48091.0,108.0,Personal Auto,SUV,132.041491
XP50892,Oregon,M,,92539.0,100.0,Corporate Auto,SUV,25.713622
VH77056,Arizona,F,,40658.0,61.0,Personal Auto,Four-Door Car,38.379869
JF19701,Arizona,M,,75453.0,112.0,Special Auto,SUV,163.9498
JN49891,Oregon,M,,94003.0,64.0,Personal Auto,Four-Door Car,307.2
CX65318,Arizona,M,,31737.0,218.0,Personal Auto,Luxury SUV,1046.4
VF35858,California,M,,48885.0,190.0,Personal Auto,Luxury Car,1090.122048
EC28314,California,M,,86305.0,62.0,Personal Auto,Four-Door Car,80.73124
GR53936,Oregon,F,,28909.0,66.0,Corporate Auto,Two-Door Car,456.702735
YF81002,Oregon,M,,26140.0,84.0,Personal Auto,Two-Door Car,403.2
YM20358,Oregon,M,,35095.0,73.0,Personal Auto,Two-Door Car,525.6
AZ75509,Arizona,F,,31678.0,63.0,Personal Auto,Two-Door Car,76.629988
No93155,Arizona,M,,28245.0,62.0,Personal Auto,Two-Door Car,297.6
GO44613,Nevada,F,,19168.0,106.0,Personal Auto,SUV,508.8
ZW93288,California,F,,22705.0,239.0,Personal Auto,Luxury SUV,1294.700423
MS67230,Nevada,F,,86481.0,65.0,Corporate Auto,Two-Door Car,189.971267
FQ32742,Arizona,M,,38008.0,68.0,Personal Auto,Four-Door Car,321.789644
YF30946,California,M,,63032.0,61.0,Personal Auto,Four-Door Car,404.550554
TH69908,Washington,F,,27228.0,129.0,Personal Auto,Sports Car,238.262773
NL44360,Oregon,F,,13424.0,71.0,Personal Auto,Four-Door Car,340.8
HO77809,Oregon,F,,59098.0,110.0,Personal Auto,SUV,665.931223
MC30750,Oregon,F,,16181.0,181.0,Personal Auto,SUV,1261.319869
HU41273,Oregon,M,,95697.0,107.0,Personal Auto,Sports Car,178.006524
VS73599,Arizona,M,,26806.0,63.0,Personal Auto,Four-Door Car,302.4
TO74000,Oregon,M,,30595.0,69.0,Corporate Auto,Four-Door Car,446.08476
MS45259,Nevada,M,,88079.0,61.0,Personal Auto,Two-Door Car,121.88814
LI45265,Oregon,F,,99803.0,71.0,Personal Auto,Four-Door Car,189.143402
YE64125,Oregon,F,,36283.0,68.0,Personal Auto,Four-Door Car,291.410965
QT39025,Arizona,F,,66991.0,115.0,Personal Auto,SUV,399.617715
LO15516,California,M,,34322.0,70.0,Corporate Auto,Four-Door Car,336.0
FM47139,Oregon,F,,44855.0,63.0,Personal Auto,Four-Door Car,103.607499
LW59140,Arizona,M,,97729.0,115.0,Personal Auto,Four-Door Car,221.047584
JA26024,Oregon,F,,48263.0,104.0,Personal Auto,Two-Door Car,674.863718
YF16441,California,F,,68343.0,79.0,Personal Auto,Two-Door Car,379.2
QT43282,Oregon,M,,76847.0,118.0,Corporate Auto,SUV,31.58501
NL17964,Oregon,M,,35795.0,65.0,Personal Auto,Four-Door Car,312.0
CF62992,Oregon,F,,53074.0,61.0,Personal Auto,Two-Door Car,268.773368
UV64489,Arizona,F,,28743.0,112.0,Personal Auto,SUV,537.6
ED65109,California,F,,81839.0,65.0,Personal Auto,Four-Door Car,74.666163
SC40169,Oregon,F,,14030.0,72.0,Personal Auto,Two-Door Car,345.6
PW88443,Oregon,F,,32764.0,61.0,Personal Auto,Two-Door Car,292.953446
YZ38778,Oregon,M,,74775.0,95.0,Personal Auto,Four-Door Car,676.658911
EO77382,Arizona,F,,53503.0,114.0,Personal Auto,Four-Door Car,547.2
SM42728,California,M,,34455.0,135.0,Personal Auto,SUV,648.0
PX31667,Washington,M,,52198.0,74.0,Personal Auto,Two-Door Car,355.2
NC35008,Oregon,F,,64429.0,133.0,Personal Auto,SUV,222.080015
XC77244,Oregon,M,,44788.0,61.0,Personal Auto,Four-Door Car,386.031248
UM52895,California,F,,30130.0,110.0,Personal Auto,SUV,528.0
QD86074,Oregon,F,,34337.0,113.0,Corporate Auto,Four-Door Car,542.4
WH80404,California,M,,22276.0,111.0,Personal Auto,SUV,783.211084
XH20787,California,M,,52980.0,64.0,Personal Auto,Four-Door Car,191.945693
ZU50513,California,F,,97736.0,74.0,Personal Auto,Four-Door Car,60.090984
MQ73697,Nevada,F,,68727.0,94.0,Corporate Auto,Two-Door Car,386.520235
UG48681,Nevada,M,,71391.0,67.0,Personal Auto,Four-Door Car,284.000172
ID58230,California,F,,62271.0,63.0,Personal Auto,Four-Door Car,25.478179
ZZ41158,Washington,M,,28506.0,104.0,Personal Auto,SUV,499.2
ZU69163,California,F,,94161.0,69.0,Personal Auto,Four-Door Car,108.989737
EB72052,Oregon,M,,33345.0,102.0,Personal Auto,SUV,694.078608
WA60547,California,F,,64195.0,158.0,Personal Auto,SUV,618.288849
SS20130,Oregon,F,,67414.0,68.0,Personal Auto,Four-Door Car,148.778455
ZI72165,Arizona,M,,33176.0,63.0,Corporate Auto,Four-Door Car,302.4
NP30139,Oregon,M,,56779.0,86.0,Corporate Auto,Four-Door Car,435.388932
FV54537,California,M,,40810.0,114.0,Personal Auto,SUV,780.378964
SG62327,Nevada,M,,30622.0,68.0,Corporate Auto,Four-Door Car,326.4
FX26050,Oregon,M,,14119.0,67.0,Special Auto,Two-Door Car,68.019973
DU50092,Oregon,F,,77237.0,283.0,Personal Auto,Luxury SUV,1358.4
EU48798,Nevada,F,,24980.0,71.0,Personal Auto,Two-Door Car,511.2
WE93328,Nevada,F,,66676.0,97.0,Corporate Auto,Four-Door Car,558.099357
SV58690,California,M,,41853.0,71.0,Personal Auto,Two-Door Car,155.511553
RF35142,Nevada,F,,23815.0,73.0,Personal Auto,Four-Door Car,424.330166
CU69816,California,M,,22885.0,73.0,Corporate Auto,Four-Door Car,386.245297
JM67025,Nevada,M,,32630.0,66.0,Personal Auto,Four-Door Car,202.961374
OB69329,California,F,,18577.0,86.0,Personal Auto,Four-Door Car,412.8
GF19726,Oregon,M,,75952.0,73.0,Personal Auto,Two-Door Car,350.4
FH39427,Nevada,M,,96390.0,73.0,Corporate Auto,Two-Door Car,316.977588
VM69145,California,F,,25680.0,73.0,Personal Auto,Two-Door Car,332.40907
IV94496,Nevada,M,,51504.0,220.0,Personal Auto,Luxury SUV,2552.343856
DS46955,California,F,,41456.0,73.0,Personal Auto,Four-Door Car,257.380112
